"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EL","Estee Lauder Companies, Inc. (The)","174.26","$62.65B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","49.19","$423.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbnd",
"VUSE","ETF Series Solutions Trust Vident Core US Equity ETF","24.55","$373.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vuse",
"VIDI","ETF Series Solutions Trust Vident International Equity Fund","18.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vidi",
"ETH","Ethan Allen Interiors Inc.","10.14","$262.92M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"ETON","Eton Pharmaceuticals, Inc.","4.21","$87.83M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eton",
"ETSY","Etsy, Inc.","61.06","$7.2B","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","2.0499","$6.34M","1997","Consumer Durables","Diversified Electronic Products","https://old.nasdaq.com/symbol/clwt",
"EDRY","EuroDry Ltd.","4.35","$9.81M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/edry",
"EURN","Euronav NV","10.69","$2.3B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEFT","Euronet Worldwide, Inc.","86.95","$4.54B","1997","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/eeft",
"EEA","European Equity Fund, Inc. (The)","7.315","$55.41M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"ESEA","Euroseas Ltd.","2.19","$12.26M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/esea",
"EVBN","Evans Bancorp, Inc.","24.81","$122.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/evbn",
"EVLO","Evelo Biosciences, Inc.","4.04","$130.16M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evlo",
"EB","Eventbrite, Inc.","8.72","$755.51M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVBG","Everbridge, Inc.","119.89","$4.12B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/evbg",
"EVR","Evercore Inc.","55.16","$2.24B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","196.35","$8.94B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVK","Ever-Glory International Group, Inc.","0.724","$10.72M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/evk",
"EVRG","Evergy, Inc.","60.98","$13.82B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","4.25","$359.38M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"EVER","EverQuote, Inc.","32.52","$870.71M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ever",
"ES","Eversource Energy","91.56","$30.79B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"MRAM","Everspin Technologies, Inc.","2.7","$50.32M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/mram",
"EVTC","Evertec, Inc.","23.92","$1.72B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVI","EVI Industries, Inc.","17.5","$208.04M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evi",
"EVOP","EVO Payments, Inc.","14.92","$1.23B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/evop",
"EVFM","Evofem Biosciences, Inc.","5.08","$252.17M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evfm",
"EVGN","Evogene Ltd.","1.05","$27.04M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","1.35","$33.02M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evok",
"EVH","Evolent Health, Inc","6.18","$523.58M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
"EOLS","Evolus, Inc.","4.43","$149.42M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eols",
"EPM","Evolution Petroleum Corporation, Inc.","2.69","$89.04M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/epm",
"EVOL","Evolving Systems, Inc.","0.8491","$10.33M","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/evol",
"AQUA","Evoqua Water Technologies Corp.","15.13","$1.76B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aqua",
"EXAS","Exact Sciences Corporation","74.65","$11.05B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exas",
"XGN","Exagen Inc.","14.22","$179.56M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/xgn",
"XAN","Exantas Capital Corp.","2.88","$92.34M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/xan",
"XAN^C","Exantas Capital Corp.","9.5451","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xan^c",
"ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa","36.4","$167.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robo",
"XELA","Exela Technologies, Inc.","0.21","$31.65M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","19.44","$5.94B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exel",
"EXC","Exelon Corporation","38.44","$37.44B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/exc",
"EXFO","EXFO Inc","2.42","$58.11M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/exfo",
"XCUR","Exicure, Inc.","2.05","$178.66M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xcur",
"EXLS","ExlService Holdings, Inc.","54.8","$1.88B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/exls",
"EXPI","eXp World Holdings, Inc.","8.19","$537.43M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/expi",
"EXPE","Expedia Group, Inc.","63.22","$8.85B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","71.74","$12.05B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/expd",
"EXPC","Experience Investment Corp.","9.775","$336.02M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expc",
"EXPCU","Experience Investment Corp.","9.9998","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expcu",
"EXPCW","Experience Investment Corp.","0.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expcw",
"EXPO","Exponent, Inc.","73.27","$3.8B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/expo",
"EXPR","Express, Inc.","2.01","$128.49M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","9.3","$1.65B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","4.73","$156.87M","2015","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","93.1","$12.06B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/exr",
"XOG","Extraction Oil & Gas, Inc.","0.2888","$39.79M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","2.89","$341.07M","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/extr",
"XOM","Exxon Mobil Corporation","43.22","$182.84B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/xom",
"EYEG","Eyegate Pharmaceuticals, Inc.","5.85","$27.07M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.0212","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyegw",
"EYEN","Eyenovia, Inc.","3","$59.33M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyen",
"EYPT","EyePoint Pharmaceuticals, Inc.","0.9335","$116.45M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/eypt",
"EZPW","EZCORP, Inc.","4.95","$275.33M","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ezpw",
"FNB","F.N.B. Corporation","7.66","$2.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","26.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnb^e",
"FLRZ","F5 Finishes, Inc.","n/a","n/a","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/flrz",
"FFIV","F5 Networks, Inc.","124.11","$7.55B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ffiv",
"FN","Fabrinet","61.51","$2.28B","2010","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/fn",
"FB","Facebook, Inc.","179.24","$510.97B","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","281.1","$10.65B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","319.26","$9.31B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fico",
"FLMN","Falcon Minerals Corporation","2.14","$183.96M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmn",
"FLMNW","Falcon Minerals Corporation","0.1546","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmnw",
"SFUN","Fang Holdings Limited","1.17","$105M","2010","Technology","EDP Services","https://old.nasdaq.com/symbol/sfun",
"DUO","Fangdd Network Group Ltd.","10.4","$753.27M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/duo",
"FANH","Fanhua Inc.","19.93","$1.39B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fanh",
"FPAC","Far Point Acquisition Corporation","10.19","$805.65M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/fpac",
"FPAC.U","Far Point Acquisition Corporation","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/fpac.u",
"FPAC.WS","Far Point Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpac.ws",
"FTCH","Farfetch Limited","12.02","$4.09B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ftch",
"FARM","Farmer Brothers Company","8.2","$141.3M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/farm",
"FMAO","Farmers & Merchants Bancorp, Inc.","20.73","$230.87M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fmao",
"FMNB","Farmers National Banc Corp.","11.32","$320.55M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmnb",
"FPI","Farmland Partners Inc.","6.19","$184.78M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpi^b",
"FAMI","FARMMI, INC.","0.559","$7.36M","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/fami",
"FARO","FARO Technologies, Inc.","46.86","$824.82M","1997","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","35.93","$20.58B","1987","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fast",
"FSLY","Fastly, Inc.","23.19","$2.22B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/fsly",
"FAT","FAT Brands Inc.","3.6","$42.64M","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fat",
"FATE","Fate Therapeutics, Inc.","31.34","$2.38B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","13.4113","$50.89M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbss",
"FBK","FB Financial Corporation","19.84","$616.45M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","38.6","$952.14M","1996","Finance","Life Insurance","https://old.nasdaq.com/symbol/ffg",
"AGM","Federal Agricultural Mortgage Corporation","57.17","$612.41M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","26.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^a",
"AGM^C","Federal Agricultural Mortgage Corporation","27.3364","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^c",
"AGM^D","Federal Agricultural Mortgage Corporation","25.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^d",
"FRT","Federal Realty Investment Trust","75.36","$5.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","24.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","27.55","$1.67B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fss",
"FHI","Federated Hermes, Inc.","21.03","$2.12B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/fhi",
"FMN","Federated Premier Municipal Income Fund","13.04","$149.92M","2002","n/a","n/a","https://old.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","124.85","$32.62B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/fdx",
"FNHC","FedNat Holding Company","11.1","$159.38M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fnhc",
"FENC","Fennec Pharmaceuticals Inc.","6.99","$139.07M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fenc",
"RACE","Ferrari N.V.","161.34","$40.11B","2015","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/race",
"FOE","Ferro Corporation","9.61","$790.34M","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/foe",
"GSM","Ferroglobe PLC","0.45","$76.11M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gsm",
"FFBW","FFBW, Inc.","8.77","$67.57M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ffbw",
"FG","FGL Holdings","10.16","$2.25B","2017","Finance","Life Insurance","https://old.nasdaq.com/symbol/fg",
"FG.WS","FGL Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fg.ws",
"FCAU","Fiat Chrysler Automobiles N.V.","8.05","$16.24B","2014","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fcau",
"FGEN","FibroGen, Inc","39.69","$3.49B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fgen",
"FDBC","Fidelity D & D Bancorp, Inc.","39","$149.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fdbc",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","336","$2.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oneq",
"FNF","Fidelity National Financial, Inc.","27.46","$7.57B","2014","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fnf",
"FIS","Fidelity National Information Services, Inc.","127.96","$78.86B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore Energy Infrastructure Fund","1.59","$56.35M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fmo",
"FDUS","Fidus Investment Corporation","9.01","$220.41M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fdus",
"FDUSG","Fidus Investment Corporation","20.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusg",
"FDUSL","Fidus Investment Corporation","22.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusl",
"FDUSZ","Fidus Investment Corporation","21.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusz",
"FRGI","Fiesta Restaurant Group, Inc.","7.27","$188.8M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/frgi",
"FITB","Fifth Third Bancorp","16.63","$11.83B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","26.91","$484.38M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbi",
"FITBO","Fifth Third Bancorp","22.31","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbo",
"FITBP","Fifth Third Bancorp","25.63","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbp",
"FISI","Financial Institutions, Inc.","17.24","$275.89M","1999","Finance","Major Banks","https://old.nasdaq.com/symbol/fisi",
"FNJN","Finjan Holdings, Inc.","1.36","$37.65M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/fnjn",
"FSRV","FinServ Acquisition Corp.","9.71","$309.89M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrv",
"FSRVU","FinServ Acquisition Corp.","10.28","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrvu",
"FSRVW","FinServ Acquisition Corp.","0.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrvw",
"FTAC","FinTech Acquisition Corp. III","10.09","$446.86M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ftac",
