ticker	market cap	industry	sector	current price	gross margin	net income margin	expenses portion	ROE	ROA	receivables turnover days	inventories turnover days	total assets turnover days	liability/asset ratio	current ratio	acid-test ratio	revenue growth	net income growth	operating income growth	free cash flow growth	wacc	roic	excess return	economic profit	stockholders equity growth	dividend yield	dividend payout ratio	dcf	beta	 annual return	 annual risk	annual sharpe
LTRPA	2.31E+08	Online Media	Technology	1.95	0.990218209	-0.064212244	0.589483456	-0.234935233	-0.01804622	7.983766514	13.47692308	1585.422876	0.903130531	2.312726608	2.306650659	0.099052029	-3.861502775	-17.0461101	0.136894234	0.172778894	-0.090870964	-0.263649858	-312643937.4	-0.208477063	0	0	34.21869999	2.22119916	-0.262748314	0.664590748	-0.395353554
NYMX	2.31E+08	Biotechnology	Healthcare	3.21	0.62944	-29.91657337	30.2265171	14.44551735	-9.952733799	93.14647438	83.5694171	1964.084554	2.35304723	1.865557366	1.849895952	-0.191881621	0.475359714	0.453263722	0.068366432	0.165385305	0.607635049	0.442249744	-11958713.09	-0.816175103	0	0	-0.2853324	1.716136666	0.404674364	0.828556667	0.488408796
CCRN	2.30E+08	Employment Services	Industrials	6.25	0.557488632	-0.006454415	0.218114104	-0.038105402	-0.015568001	71.13881101	0	173.5728439	0.55683165	2.119800891	2.119800891	0.06339613	0.865134633	-0.928134199	-0.614712928	0.129288484	-0.027853086	-0.15714157	-40452542.85	0.078200436	0.001734666	0.040997956	-2.215539155	1.167274345	0.00093196	0.46928739	0.001985905
CIVB	2.28E+08	Banks	Financial Services	14.22	1	0.268835039	0.539892648	0.08849591	0.009411705	2453.254365	0	9700.47791	0.889744699	19.1198899	19.1198899	0.107433882	0.208641955	0.229707893	0.118730203	0.065141337	0.052840955	-0.012300381	-5116629.121	0.208601527	0.02259306	0.231381917	63.72198279	0.934459023	0.1236982	0.301795964	0.409873606
MR	2.28E+08	Oil & Gas E&P	Energy	6.37	0.88029554	-0.912593486	1.677649171	-0.3728081	-0.180164475	58.40908114	0	1410.914698	0.519055168	1.199228181	1.199228181	0.395962826	0.873317928	2.918071849	3.853030406	0.290520832	-0.195753326	-0.486274158	-517583410.2	0.023548416	0	0	-1378.99447	3.440897765	0.010011069	1.197780445	0.008358017
HVT	2.28E+08	Retail - Apparel & Specialty	Consumer Cyclical	12.15	0.540046571	0.028597143	0.485017612	0.080821321	0.050904772	2.259659284	102.3733414	201.0786317	0.368886284	2.234511627	1.095975443	0.018687522	0.340661286	0.032802121	0.117587566	0.109386733	0.068220717	-0.041166016	-14134280.02	-0.01526275	0.053868355	1.308074725	22.04770625	1.212541281	-0.032683164	0.341643732	-0.095664463
CIR	2.28E+08	Industrial Products	Industrials	11.39	0.305650006	-0.024485735	0.262807758	-0.069493047	-0.015964765	75.73350532	129.4294468	544.7230753	0.606393252	2.4949143	1.569513815	0.079492418	-0.51060066	0.435375104	-1.57910549	0.158772379	-0.023260874	-0.182033253	-170170347.4	-0.014518986	0.001910336	0.143845763	-10.34812001	2.55643116	-0.078241537	0.584184042	-0.133933027
JMEI	2.28E+08	Retail - Apparel & Specialty	Consumer Cyclical	19.93	0.28776	0.03291767	0.274604664	0.042624519	0.031799374	3.941429999	47.59731244	248.3382367	0.237961251	3.526312345	2.934892203	0.110585122	-0.880629813	0.838292702	1.572072983	0.064842031	0.042544713	-0.022297318	-13019806.65	-0.003438085	0	0	99.62755879	0.792638784	-0.369090097	0.531049193	-0.69502054
PLPC	2.28E+08	Computer Hardware	Technology	45.35	0.312117676	0.04262659	0.232849947	0.069028566	0.045662235	66.18481904	108.7469867	328.6362835	0.338454407	3.256795791	1.989272254	0.031222759	0.322236436	0.157686493	2.979913246	0.093085865	0.059516464	-0.033569401	-9062979.82	0.022321635	0.015268204	0.318085133	42.32296795	1.03412225	0.135317201	0.417294873	0.324272378
EVI	2.27E+08	Personal Services	Consumer Cyclical	19.08	0.2354	0.035840752	0.175721922	0.18194648	0.0945082	27.9163974	37.36933877	146.6439993	0.459589947	1.706038799	1.128040642	0.561531955	0.217750438	0.259179057	-0.203920846	0.11565292	0.174151138	0.058498218	-2372236.187	1.317160848	0.021610132	0.552950442	-12.92229107	1.198659184	0.50203967	0.696316905	0.72099308
GFNCP	2.27E+08	Consulting & Outsourcing	Industrials	95.6362	0.750420956	-0.021580193	0.231497755	-0.047632973	-0.010186693	25.31644338	144.2328921	774.7361421	0.786110447	0.740383548	0.350903463	0.062193761	-0.647290294	0.287224044	2.846819552	0.058269258	-0.011828032	-0.07009729	-41115728.86	0.02834918	0.001053968	0.017562473	18.10277776	0.52816179	-0.005702625	0.181890036	-0.031352047
MNOV	2.26E+08	Biotechnology	Healthcare	5.13	0.6	-92.86606719	95.36041173	-0.249426973	-0.223359433	0	0	120792.4064	0.097265906	19.54519142	19.54519142	-0.023604422	0.082844138	0.096763872	-1.902040514	0.145297427	-0.249389372	-0.394686799	-19078418.11	0.31555075	0	0	0	1.497822098	0.21429197	0.580311405	0.36927065
EXK	2.26E+08	Metals & Mining	Basic Materials	1.57	0.12496	-0.237741022	0.349492491	-0.665073052	-0.317465954	57.66670458	42.00604982	424.0923777	0.290984681	2.720462198	2.240000541	-0.108455045	-0.197800791	-0.941262474	-2.310276456	0.063584195	-0.470779786	-0.534363981	-53898068.38	0.144441378	0	0	0.375008638	0.607193189	0.148558468	0.654738886	0.226897273
NRBO	2.26E+08	Biotechnology	Healthcare	14.4	1	248.4394426	-95.63716474	-3.490025709	-1.254901846	0	0	-78544.93717	0.42873607	4.353071507	4.353071507	-0.797104875	0.224977392	0.206784632	0.145387201	0.074493156	-1.550352553	-1.62484571	-24431508.9	0.186194436	0	0	-0.175823972	0.726125116	-0.089848689	1.03474569	-0.086831663
WKHS	2.25E+08	Autos	Consumer Cyclical	3.19	-4.09266	-31.91208026	25.34683491	-0.767431207	-1.895535988	61.26561909	33.75962947	8502.705504	1.22855197	0.750218289	0.443026945	8.851216368	0.515140001	0.532608488	0.67884146	0.188191838	-0.779983246	-0.968175084	-23582446.19	-0.876447643	0	0	-100923.3132	2.039192683	0.619822276	1.211540358	0.511598538
EDN	2.25E+08	Utilities - Regulated	Utilities	2.9	0.42755	0	0	0	0	50.95318596	8.041433657	336.9269582	0.766820999	0.692327049	0.655346306	0.683750124	0	-0.62800396	0	0	0	0	0	15.69560991	0	0	nan	0.895145959	-0.095159242	0.579781921	-0.164129371
LND	2.25E+08	Consumer Packaged Goods	Consumer Defensive	3.75	0.32914	0.268059788	0.134789917	0.133447404	0.09203273	218.9273648	75.99550565	1412.845148	0.282186952	1.912994272	1.669925853	0.341687845	-1.202917977	4.33733782	-0.232125173	0.385788597	0.106370587	-0.27941801	-74986878.3	-0.022560325	0.164161846	2.321005516	-23.6620558	0.965805319	0.077323825	0.326929652	0.236515179
TMQ	2.24E+08	Metals & Mining	Basic Materials	1.6	0.8	-111.2714464	117.4430901	-0.664619108	-0.350908499	444.2562249	0	126997.0648	0.289443383	14.77336096	14.77336096	1.05534132	0.630225044	0.626610868	0.259995613	0.106968637	-0.664619108	-0.771587745	-20745396.22	-0.060012366	0	0	-137.8872394	1.076578423	0.421738756	0.720471459	0.585364973
SILC	2.24E+08	Communication Equipment	Technology	31.2	0.3766	0.16118104	0.190608919	0.129277763	0.108164132	91.63716931	205.8637697	501.0639479	0.161791745	5.086229678	3.12429384	0.131067553	0.021710264	0.033668066	-26.75958385	0.100238121	0.129277763	0.029039642	3414270.711	0.117959837	0.02053034	0.365738703	53.62634107	1.002616712	0.077942006	0.445827978	0.174825291
NWPX	2.23E+08	Steel	Basic Materials	22.81	0.04180961	-0.008428405	0.094744011	-0.004948837	-0.006196479	37.36859766	60.33465038	510.487208	0.164038195	5.88538117	4.808688895	0.003174189	-0.513922671	-44.11700691	2.248925189	0.100042153	-0.005524784	-0.105566937	-22225420.15	0.006267906	0	0	0.205897336	0.972462148	0.115364019	0.414574481	0.278270912
ELLO	2.23E+08	Utilities - Independent Power Producers	Utilities	18.25	0.4298	0.136779571	0.29796241	0.020040707	0.014238579	252.8062403	0	4180.874863	0.499513449	3.181767102	3.181767102	0.08795989	5.194878234	-0.185728671	-1.329958997	0.087972299	0.01494025	-0.073032049	-12317597.16	-0.046216575	0.005615917	-2.031578947	-5.775766204	1.243163809	0.248418904	0.471918866	0.526401723
BKEPP	2.22E+08	Oil & Gas - Midstream	Energy	5.3	0.488800899	0.011755371	0.821197367	1.879475353	-0.001123576	19.92285068	0	554.4020345	0.954200709	0.920490702	0.920490702	0.211010803	-2.440359735	-0.383602791	0.342499636	0.056994473	-0.002829008	-0.059823481	-17370698.12	-0.435338535	0	0	-0.55249618	0.609941974	-0.084588045	0.183018188	-0.462183819
GDEN	2.22E+08	Travel & Leisure	Consumer Cyclical	7.92	0.800815231	0.022277677	0.519305891	-0.00035122	0.013439916	5.27313574	12.01065506	518.7532377	0.662481624	1.987756444	1.930993886	0.886532395	-2.586295054	0.068405674	-1.099942689	0.099944167	0.013500913	-0.086443255	-86256816.31	0.276952853	0.017397335	0.288699387	-163.0234512	2.288251135	0.14847833	0.539288072	0.275322852
AXU	2.22E+08	Waste Management	Industrials	1.75	0.2989	-0.811792426	0.853776372	-0.136761581	-0.106556153	90.52045187	207.0747067	3008.557475	0.161458337	5.379273719	3.930122203	-0.083435158	-0.106278252	0.08771234	0.148019535	0.072335304	-0.136761581	-0.209096885	-14945742.09	0.011400562	0	0	-3.295737138	0.695992348	0.520718569	0.815197621	0.638763602
BSGM	2.22E+08	Medical Devices	Healthcare	8.54	1	-2350202.833	2265785.931	0.613513129	-6.365378635	0	0	82287387.81	2.106105841	2.281190838	2.224262723	45.51852782	0.354265112	0.391162024	0.552485236	0.138312944	0.675004677	0.536691734	-17188904.77	0.053222554	0	0	-8.75E+12	1.423032811	0.23081661	0.700799556	0.32936181
ARA	2.22E+08	Medical Diagnostics & Research	Healthcare	6.72	0.76262	0.005597936	0.516783362	0.029447913	0.002777639	31.71569789	0.85146656	368.3046297	0.966287785	1.47924788	1.435104966	0.103839613	-4.637492913	-0.091689957	0.054225003	0.059889438	0.003250763	-0.056638675	-29094029.32	-0.013816715	0.012969429	-15.35247861	-300.7643247	1.555821111	-0.151808968	0.591460356	-0.256668036
CAMP	2.22E+08	Communication Equipment	Technology	6.49	0.387359129	0.038832482	0.459978193	0.060683307	0.027630109	66.53715829	45.04171843	436.4675814	0.562193966	4.485198567	4.122304805	0.081458872	-0.805306694	12.85621607	0.478108438	0.162184664	0.031717122	-0.130467542	-48511329.4	0.073100908	0	0	6.191111734	2.125844365	-0.091851991	0.482438154	-0.190391225
GNK	2.21E+08	Transportation & Logistics	Industrials	5.29	1	-0.677071054	0.452448462	-0.107284211	-0.06946073	22.55543391	0	2786.650842	0.354799448	2.957460262	2.856819968	0.065498409	-0.07050021	-11.58726401	-0.065692293	0.069318573	-0.070910398	-0.14022897	-219760707.5	-0.010741748	0.009613337	-0.074580691	97.89733843	0.854930618	-0.243814604	0.718958148	-0.33912211
RBNC	2.20E+08	Banks	Financial Services	13.46	1	1.054835729	2.091801928	0.066574239	0.007859956	180.7256021	0	42103.86753	0.881815676	893.0598424	893.0598424	0.028165027	0.387681793	0.270542178	-1.654579229	0.100205362	0.044458721	-0.055746641	-14297552.24	0.439987246	0.014436555	0.273432227	0.502321756	1.050818354	0.039281974	0.303864529	0.129274628
BZH	2.19E+08	Homebuilding & Construction	Consumer Cyclical	7.07	1.235903219	0.427624898	0.640491844	0.076335269	0.019323829	64.97859781	-6150.064968	3289.711056	0.712810535	1477.093851	72.69315425	1.612953427	2.425267924	-0.333248636	0.333449059	-0.004177748	0.021099522	0.025277271	69787594.44	0.224034842	0	0	-782568.5251	2.054395059	-0.038864934	0.542479097	-0.071643192
MOV	2.19E+08	Retail - Apparel & Specialty	Consumer Cyclical	9.51	0.533850498	0.052803385	0.444966712	0.06982579	0.048533072	45.07866594	204.6380287	380.5109252	0.292668906	5.306245185	3.552101958	0.039631341	-1.42808953	-0.063618023	-0.022442899	0.066770677	0.062755807	-0.004014869	-1330863.049	0.019585681	0.025809179	0.103145544	11.81759652	0.691282134	-0.102006649	0.422526713	-0.241420592
CINR	2.17E+08	Metals & Mining	Basic Materials	11	0.239518812	0.117302546	0.039830945	0.36851823	0.131623378	14.28375818	23.74409421	316.5795075	0.645866486	2.87157808	2.455914449	0.024471965	0.194937097	0.030838281	-0.050164792	0.052862188	0.212702019	0.159839831	42967250	0.033371729	0.086310167	0.770886587	0	1.152974827	-0.093870134	0.319526974	-0.293778434
TKKS	2.17E+08	Shell Companies	Financial Services	6.9	0	0	0	0.321827221	0.006375024	0	0	0	0.980191158	22.14737285	22.14737285	0	0	0	0	0	0.321827221	0	0	0	0	0	0	nan	#VALUE!	#VALUE!	#VALUE!
NC	2.17E+08	Manufacturing - Apparel & Furniture	Consumer Cyclical	30.79	0.127305324	0.248532922	0.425708884	0.131527432	0.06742316	150.1166611	222.47202	1535.542888	0.49686843	2.801827538	2.214065725	-0.161531569	-0.183873115	-0.362371212	-0.896326516	0.088190691	0.105946188	0.017755497	4938659.796	0.067853776	0.043929227	0.211703285	68.18632985	0.979273896	0.333535134	0.568273453	0.586927178
CWCO	2.16E+08	Utilities - Regulated	Utilities	14.32	0.409309813	0.129503424	0.289584086	0.053560067	0.047328496	95.50423301	21.19657883	960.6978818	0.113742316	7.938237666	7.657425389	0.012525282	0.238879418	0.384766483	-0.811875365	0.037444227	0.052545675	0.015101448	2429892.667	0.030346822	0.024733779	0.660753014	43.07960106	0.314723991	0.059807249	0.228201017	0.262081431
CSWC	2.16E+08	Asset Management	Financial Services	11.57	1	1.507766609	0.95049996	0.072218689	0.05518531	38.45378348	0	12035.61194	0.169923603	34.11209699	34.11209699	0.44918267	-1.291090287	0.564016371	4.103718036	0.090881344	0.057069061	-0.033812283	-12732805.73	-0.092840578	0.042988242	0.357325814	1095.132648	1.061057812	-0.176023705	0.385165727	-0.457007705
ENJ	2.15E+08	Utilities - Regulated	Utilities	25.455	0.969865912	0.026697173	0.979246172	0.030033896	0.005988565	42.922628	35.06028669	1686.545634	0.809439151	0.960774936	0.752166659	0.041710855	0.159117224	-0.350649915	-0.131635069	-0.013488875	0.011735016	0.02522389	658208736.1	-0.01349698	0.142740591	-0.303125328	52.84453127	0.190356607	0.005923554	0.092415611	0.064096898
TNAV	2.15E+08	Online Media	Technology	4.545	0.452721009	-0.320330706	0.793994496	-0.803448292	-0.16688753	107.2975995	0	583.1509677	0.538641999	2.912714963	2.912714963	0.168338159	0.180179864	0.126885992	-0.351280809	0.044734049	-0.743298933	-0.788032982	-51332903.72	0.14217678	0	0	-22.45302948	0.419968096	0.007981014	0.503586718	0.015848341
LMNR	2.15E+08	Consumer Packaged Goods	Consumer Defensive	12.02	-53.89596829	0.052806197	8.402588848	0.037482815	0.01714163	2224.608843	15.00590014	69030.23248	0.612196493	0.942345555	0.749625535	76.70137073	-0.428710378	-0.180229206	-1.553378424	0.081335792	0.024028573	-0.057307219	-13245436.29	303.9772571	0.011634957	0.09819232	inf	1.046158674	-0.054137439	0.360375116	-0.150225242
XNET	2.14E+08	Application Software	Technology	3.15	0.47148	-0.117979976	0.670883635	-0.05611542	-0.042652916	46.13085843	7.223888333	1204.217013	0.223248273	4.329919462	4.298942697	0.167183889	-0.208852442	-0.961537707	-1.870372915	0.163592408	-0.056113564	-0.219705971	-87879941.39	0.902260733	0	0	-0.928039134	1.698331691	0.115686683	0.982008252	0.117806223
MFSF	2.14E+08	Banks	Financial Services	24.87	1	1.219644749	2.047812295	0.092784294	0.00905685	10.17786821	0	39785.36107	0.902782661	61.06254886	61.06254886	-0.095920242	0.186848496	0.127728951	0.149061016	0.124465523	0.087602648	-0.036862875	-6921577.548	0.127381408	0.019825457	0.326703585	4.995985461	0.890275873	0.069017381	0.254190812	0.271518
SIEB	2.14E+08	Brokers & Exchanges	Financial Services	6.9	0.796446683	-0.032744688	1.057189664	-0.274960863	-0.09605633	10.08632554	0	327.6659611	0.197609746	5.359744265	5.359744265	0.237582699	0.568456968	0.136960349	0.33850165	0.021232303	-0.279340124	-0.300572427	1584208.329	0.561497469	0.013565691	-0.161133023	9.874054919	0.135041725	0.682265583	1.266434136	0.538729622
OSBC	2.14E+08	Banks	Financial Services	7.19	1	1.105755093	1.856079732	0.092882995	0.007669742	121.9810152	0	34242.61144	0.916657921	10.39766614	10.39766614	-0.115989042	0.174551402	0.082534798	-0.74670198	0.127677456	0.064780122	-0.062897334	-17464187.54	0.105654493	0.02462363	0.309853398	1.811419502	1.417669474	0.103561772	0.327877987	0.315854605
UTI	2.13E+08	Education	Consumer Defensive	6.56	1	-0.062906131	1.043905337	-0.164256346	-0.073675434	19.34154466	0	298.3783231	0.55931899	1.402955437	1.402955437	-0.025382258	0.030782105	3.044450903	4.466557136	0.100730944	-0.122887481	-0.223618425	-38011144.18	-0.022823503	0.026214778	-0.299360369	-6.586054913	0.862421775	0.110113535	0.603218856	0.182543258
WINS	2.13E+08	Asset Management	Financial Services	10.75	0.9886	0.751909776	0.198180065	0.069188723	0.060667623	1.489265281	0	4261.42806	0.135578094	23.69919944	23.69919944	-0.132162952	-0.084972223	-0.100921126	-1.008456528	0.117003968	0.063620175	-0.053383793	-15768945.5	0.037214231	0	0	-0.42017966	1.269670752	2.347221132	4.530143276	0.518133973
AXTI	2.13E+08	Semiconductors	Technology	5.22	0.31015953	0.041285993	0.258416692	0.02330839	0.020293873	77.68480554	272.4746915	752.0069325	0.136942137	6.115149888	3.73681724	0.008317341	-0.688373168	-0.33851431	-1.731656798	0.181868106	0.023427398	-0.158440708	-26322845.02	0.071910852	0.000592342	0.000494468	0.121012867	1.925694597	0.328017215	0.613728745	0.53446611
SMBK	2.11E+08	Banks	Financial Services	14.3	1	0.174575886	0.444083648	0.048676745	0.005729141	1.668893488	0	9990.70254	0.886271133	286.9927629	286.9927629	0.423800722	1.140704162	0.755354866	1.134475516	0.093846068	0.044234484	-0.049611584	-11149282.71	0.590020911	0.002398996	0.054883474	58.53045499	0.699349075	0.051995159	0.27208108	0.191101708
FNLC	2.11E+08	Banks	Financial Services	19.33	1	4.582337503	3.410165828	0.110431932	0.01118814	451.291016	0	130819.1637	0.898526095	2.107422024	2.107422024	-0.141452486	0.117353741	0.094732308	0.090429681	0.063483081	0.048508382	-0.014974698	-6333794.085	0.056723603	0.03740419	0.545317296	13.03559807	0.679506159	0.075449573	0.254341053	0.296647246
HBCP	2.11E+08	Banks	Financial Services	23.23	1	2.493251314	3.194356482	0.083559767	0.010656506	209.0495428	0	66375.49574	0.873696712	21.94183399	21.94183399	-0.062392881	0.271944376	0.186679762	0.218220034	0.083710824	0.082884057	-0.000826768	-805621.5157	0.168010452	0.016120656	0.219176428	30.06353572	0.690262271	0.057133908	0.262170801	0.217926282
SCOR	2.11E+08	Advertising Agencies	Communication Services	3	0.536561067	-0.50628102	0.835769132	-0.470894397	-0.232497419	85.79528392	0	773.9972107	0.374510219	1.126249049	1.126249049	0.054806535	1.898550331	1.356527227	-0.50486595	0.098533565	-0.449205244	-0.547738809	-251147405.2	0.315968344	0	0	-5.524919964	1.004498817	-0.337970312	0.677257477	-0.499027805
PTAC	2.10E+08	Shell Companies	Financial Services	9.76	0	0	0	0	0	0	0	0	0.971325195	9.544942044	9.544942044	0	0	0	0	0	0	0	0	0	0	0	0	-0.022609678	-0.041617511	0.052464506	-0.793250793
PIC-WSPTSI	2.10E+08	Transportation & Logistics	Industrials	36.62	1	0.045249573	0.646332778	0.172970107	0.051123299	44.70976819	0	305.8059193	0.714999251	1.017187095	1.000310873	0.049287727	0.311390834	0.268675153	-1.253677481	0.108416402	0.069720348	-0.038696054	-12931218.82	0.070329083	0	0	-63.43215061	1.805130967	0.030098315	0.51498574	0.058444948
ABEO	2.10E+08	Biotechnology	Healthcare	2.51	1	-23.81253385	20.65030502	-1.315763583	-0.49421103	0	0	28143.58241	0.25024041	13.85227663	13.85227663	0.3910933	-1.12944757	1.257860057	323.6286799	0.154329662	-1.230484198	-1.384813859	-43459124.96	2.540727466	0	0	-28.659666	1.515001574	0.076100693	0.782057675	0.097308287
LE	2.10E+08	Retail - Apparel & Specialty	Consumer Cyclical	6.475	0.433788564	-0.010925127	0.382596863	-0.054445247	-0.012169538	10.13439839	150.4310108	296.3619145	0.716305894	2.371472852	1.032571777	-0.012456168	0.433948984	5.465225574	-1.686376556	0.390303266	-0.015841329	-0.406144594	-360340930.3	-0.016192642	0	0	0.310940795	2.112215898	0.032868312	0.784333693	0.041906031
ALCO	2.10E+08	Consumer Packaged Goods	Consumer Defensive	28.02	0.208091945	0.077467669	0.088315761	0.053352333	0.023464026	8.052278007	115.3649759	756.1755159	0.479567923	2.638903854	0.817601141	-0.137130909	-0.653053565	-0.219605253	-0.096151664	0.038900056	0.027743023	-0.011157033	-3938524.675	-0.200484631	0.007372863	0.07922742	28.80579721	0.647053636	-0.067497231	0.282170315	-0.239207413
ACNB	2.10E+08	Banks	Financial Services	24.17	1	2.67747942	3.499512983	0.100930516	0.010346089	0	0	71865.78998	0.89836542	5.800699793	5.800699793	-0.083424082	0.254077104	0.254077104	0.335804583	0.029853447	0.057679952	0.027826505	7452075.473	0.118169547	0.028726735	0.39941125	207.4282522	0.169787597	0.071054899	0.214135953	0.331821434
AAOI	2.09E+08	Semiconductors	Technology	10.34	0.331398399	0.003199454	0.313220255	0.035350237	0.030708201	61.18508943	153.8681654	535.8142041	0.332511483	2.514672228	1.521666366	0.141662947	6.706045277	1.501917058	-4.863102742	0.172543889	0.028169162	-0.144374726	-46091518.74	0.219594739	0	0	1.376842972	1.992055216	0.200201783	0.798862063	0.2506087
LL	2.09E+08	Retail - Apparel & Specialty	Consumer Cyclical	7.27	0.33833497	-0.041416781	0.388280513	-0.20008688	-0.090846984	0.902810447	153.3785797	164.6805393	0.571379747	1.830151121	0.326261121	0.009702484	-0.572778712	-0.64830101	-2.075657661	0.077340109	-0.15516847	-0.232508579	-65047808.34	-0.127276068	0	0	10044.62786	2.139787864	0.005501168	0.655354285	0.008394189
NFC-WSENFC	2.09E+08	Banks	Financial Services	30.16	1	3.173737848	5.119303567	0.077398614	0.008948323	482.1020729	0	129202.4158	0.891128275	0	0	-0.086343423	-1.848791624	27.16448724	0.39787877	0	0.035550152	0	0	0.550197901	0	0	-19.68212172	nan	#VALUE!	#VALUE!	#VALUE!
SFST	2.09E+08	Banks	Financial Services	27.25	1	1.221401407	1.692658841	0.092051122	0.008039917	0	0	46551.95646	0.9132407	0	0	0.093299854	0.449399108	0.37195414	0.832113914	0.1052358	0.092051122	-0.013184678	-1293449.409	0.201863936	0.001790614	0.030490566	21.71935934	1.057536268	0.152031615	0.276262144	0.550316496
CHSCP	208339656	Consumer Packaged Goods	Consumer Defensive	26.45	0.036258833	0.018064296	0.0212964	0.072747291	0.036321995	29.18827676	30.93807736	178.4390424	0.505645785	1.188332738	0.724306062	-0.052018308	0.740973163	-1.377490167	-0.781205127	-0.000236367	0.05942621	0.059662577	583743101.7	0.061423252	0	0	0	0.381590054	-0.029093708	0.107239382	-0.271296864
NDLS	2.08E+08	Restaurants	Consumer Cyclical	4.72	0.736707226	-0.054848784	0.238955425	-0.819179277	-0.129325336	3.025227016	30.47172662	171.1970504	0.770506202	0.60204174	0.354759413	0.02955365	-0.08885879	-0.748679894	-0.17579876	0.084238119	-0.148103097	-0.232341216	-38046568.86	-0.047489871	0	0	-19.67894336	1.094731393	-0.016557386	0.607467628	-0.027256409
EIGR	2.08E+08	Biotechnology	Healthcare	8.47	0	0	0	-1.295843988	-0.85107701	0	0	0	0.337195863	9.608766587	9.608766587	0	0.169756323	0.170085865	0.183886616	0.129818895	-0.951436853	-1.081255748	-59201924.1	0.217229361	0	0	0	1.390342119	-0.080551694	0.700886592	-0.114928285
TDW	2.08E+08	Oil & Gas - Services	Energy	5.11	0.200290239	-0.394819529	0.265894922	-0.152609269	-0.074639143	12.05600466	0	1629.240755	0.459365542	2.415274579	2.415274579	-0.026574368	0.68092066	1.397416468	-2.367218844	0.087080599	-0.083521711	-0.170602309	-491239771.4	-0.145422524	0.000786221	-0.044184464	-1.238138562	1.424887359	-0.698151734	0.687103099	-1.016080025
UEC	2.08E+08	Metals & Mining	Basic Materials	1.13	0.44892	-70.20805292	55.97391754	-0.445170413	-0.26593128	0	33.7044644	121639.9369	0.368792669	4.698568932	4.622788614	-0.074000218	-0.073528193	-0.070569716	-0.071659804	0.173901475	-0.296494963	-0.470396438	-30648972.25	0.165616625	0	0	-0.165315796	1.836285407	0.005856298	0.681759651	0.008589974
MOD	2.07E+08	Autos	Consumer Cyclical	4.08	0.166640462	0.014342628	0.16607448	0.059082107	0.020141153	54.46772505	37.05453002	252.8569898	0.653020485	1.342529019	0.966327429	0.09584326	-1.679603296	-1.089815072	-1.437330026	0.161056447	0.035006007	-0.12605044	-88303037.23	0.053689483	0.00101678	-0.100146609	-5.67278959	2.226976973	-0.001807911	0.60301843	-0.002998102
QEP	2.07E+08	Oil & Gas - Integrated	Energy	0.8557	0.175034709	-1.664355676	12.3894133	-0.145336056	-0.067252746	378.9076577	118.0259482	15196.37771	0.519808978	0.956683965	0.882333673	-0.52372014	-0.146731434	-2.583240856	-0.454998801	0.17917637	-0.083509841	-0.262686211	-1431722133	-0.073651352	0.003693276	-0.038608287	-0.16264267	4.48640196	-0.014003363	1.139342052	-0.012290745
LJPC	2.06E+08	Biotechnology	Healthcare	7.58	0.567322991	-37.28227311	37.81333907	-1.782387869	-0.757385049	5.012579554	44.87522824	18771.56675	0.260514915	13.71085567	13.69758322	-0.283443709	0.645228493	0.635522896	1.050005107	0.205107192	-0.88778978	-1.092896972	-110530716.7	1.248800021	0	0	-18.97755066	2.328868933	0.201811778	0.946814953	0.213148068
SMMF	2.04E+08	Banks	Financial Services	16.12	1	2.640070598	2.560238708	0.10775932	0.010444424	282.8926264	0	72227.55696	0.903589484	1.522518049	1.522518049	-0.065919735	0.355089141	0.228319661	0.095935272	0.056946337	0.045972693	-0.010973644	-5244054.654	0.13755126	0.021383483	0.271509762	27.32062206	0.551516015	0.131837769	0.286476431	0.460204592
SMBC	2.03E+08	Banks	Financial Services	21.78	1	0.323175036	0.137540092	0.107259649	0.010869103	33.89686898	0	9862.687957	0.898566361	4.337848495	4.337848495	0.191052443	0.243268931	0.296705626	0.196830221	0.085385419	0.069812587	-0.015572832	-3511023.443	0.172972234	0.007041685	0.107584359	122.3219781	0.742990753	0.070104842	0.254984812	0.274937325
LXRX	2.03E+08	Biotechnology	Healthcare	1.9	0.985907483	-0.932948318	1.870147219	0.456971563	-0.142570192	22.48841239	235.3616925	1634.228402	0.785156413	3.796315574	3.754720907	1.641787146	5.204144847	-19.61236817	-1.458702606	0.123405482	-0.236795762	-0.360201244	-90901915.56	-1.610698345	0	0	16663.58811	1.410148703	0.180012772	0.924227603	0.194771041
UEPS	2.03E+08	Business Services	Industrials	3.59	0.492080711	-0.067332008	0.33808867	-0.075083519	-0.043033059	77.8655207	14.02101345	803.7417364	0.56491283	1.430355498	1.405870386	-0.070750911	-1.158410076	-0.663435794	1.129709912	0.091187781	-0.051587308	-0.142775089	-50084248.55	-0.020426883	0.005100225	0.00516016	-4.450199567	0.970322969	-0.146150517	0.510773776	-0.286135514
TITN	2.03E+08	Industrial Distribution	Industrials	9.09	0.176291772	-0.006567088	0.167418219	-0.026307953	-0.008949713	0	198.9005389	253.1597463	0.612246157	1.6859238	0.349531203	-0.063675676	-0.876597585	-1.353186171	1.093405913	0.168122432	-0.018951359	-0.187073792	-79933936.47	-0.015766564	0	0	10.28967519	1.865418168	0.044506636	0.583116265	0.076325492
